reference,sex_binary,aims_ancestry,aims_heterozygosity,range_norm_tarsus.length,range_norm_tail.length,range_norm_wing.cord,range_norm_kipps,range_norm_distal,range_norm_p10,range_norm_releaseDay,range_norm_fall_detectDay1,range_norm_fall_bearing1,range_norm_bodyCondition,t5_spring40
CH28H07,1,0.3738580464,0.1981728742,0.6774193548,0.5882352941,0.4117647059,0.5636363636,0.4366197183,0.375,0.4782608696,0.6,0.3522534907,0.4282240752,0
CH28H08,1,0.1870579915,0.2779349364,0.4677419355,0.3529411765,0.4705882353,0.7636363636,0.4366197183,0.25,0.4782608696,0.325,0.09572124827,0.3592290747,0
CH28H09,0,0.575206044,0.6902472527,0.6774193548,0.2941176471,0.3529411765,0.4363636364,0.07746478873,0.75,0.4782608696,0.65,0.3522534907,0.269889123,0
CH28H10,1,0.4833679834,0.3333333333,0.5322580645,0.7058823529,0.4117647059,0.4181818182,0.4929577465,0.5,0.4782608696,NA,NA,0.3164275366,0
CH28H11,1,0.07509025271,0.09819494585,0.5806451613,0.5294117647,0.4705882353,0.6909090909,0.1690140845,0.875,0.4782608696,0.5,0.4747239672,0.4542828532,0
CH28H12,0,0.05157593123,0.0787965616,0.3548387097,0.4117647059,0.4705882353,0.4636363636,0.323943662,0.875,0.4782608696,0.225,0.2426131678,0.4734005774,0
CH29H01,0,0.8510158014,0.1655379985,0.435483871,0.5294117647,0.2352941176,0.4545454545,0.2112676056,0.375,0.5217391304,0.425,0.8366263343,0.4089253369,0
CH29H02,1,0.03338570306,0.0447761194,0.3064516129,0.5882352941,0.5882352941,0.7636363636,0.6126760563,0.375,0.5217391304,NA,NA,0.6470026102,0
CH29H03,1,0.5334909377,0.1418439716,0.6451612903,0.6470588235,0.4705882353,0.6181818182,0.485915493,0.25,0.5217391304,0.6,0.4747239672,0.4525363094,0
CH29H04,1,0.1040296053,0.05016447368,0.4516129032,0.7058823529,0.4117647059,0.4545454545,0.3450704225,0.5,0.5217391304,0.425,0.2426131678,0.5195450125,0
CH29H05,0,0.5555102041,0.7208163265,0.5483870968,0.1176470588,0.1764705882,0.4545454545,0.04225352113,0.375,0.5217391304,NA,NA,0.3164704591,0
CH29H06,1,0.3484504913,0.477702192,0.3225806452,0.4117647059,0.3529411765,0.3636363636,0.3802816901,0.25,0.5217391304,0.35,0.4747239672,0.563320813,1
CH29H07,1,0.3035328046,0.2509012257,0.4032258065,0.6470588235,0.4705882353,0.6727272727,0.338028169,0.5,0.5217391304,0.325,0,0.5154146289,0
CH29H08,1,0.3709795322,0.5709064327,0.5483870968,0.4705882353,0.5294117647,0.6545454545,0.5,0,0.5217391304,0.4,0.4247813711,0.388837892,0
CH29H09,1,0.436121673,0.5802281369,0.6774193548,0.2941176471,0.4117647059,0.4545454545,0.01408450704,0.5,0.5217391304,0.5,0.8658867312,0.6569301173,0
CH29H10,1,0.2616017964,0.3166167665,0.7580645161,0.5882352941,0.6470588235,0.8818181818,0.323943662,1,0.5217391304,0.5,0.5557371506,0.466888417,0
CH29H13,1,0.08987915408,0.1072507553,0.6451612903,0.2941176471,0.4705882353,0.6363636364,0.3521126761,0.375,0.5217391304,NA,NA,0.4879661984,0
CH29H14,1,0.08491253644,0.1304664723,0.3870967742,0.5294117647,0.4117647059,0.4181818182,0.4154929577,0,0.5217391304,NA,NA,0.6911670323,0
CH29H15,0,0.3700078309,0.476898982,0.2419354839,0.5294117647,0.1176470588,0.5,0.2253521127,0.5,0.5217391304,0.425,0.4247813711,0.710042898,0
CH30H01,1,0.1328538986,0.1748675246,0.564516129,0.3529411765,0.4705882353,0.7909090909,0.485915493,0,0.5652173913,0.625,0.1789882383,0.412662035,0
CH30H02,1,0.1221590909,0.140625,0.7741935484,0.5294117647,0.7058823529,0.8090909091,0.3943661972,0.5,0.5652173913,0.7,0.09572124827,0.6043102933,0
CH30H03,0,0.1421499293,0.2319660537,0.3548387097,0.4705882353,0.2352941176,0.3818181818,0.1056338028,1,0.5652173913,0.35,0,0.4608032835,1
CH30H04,1,0.1629814551,0.1904422254,0.6774193548,0.7058823529,0.8235294118,0.7545454545,0.5281690141,0.5,0.5652173913,0.4,0.2426131678,0.6276088298,0
CH30H05,1,0.2134831461,0.3940074906,0.5967741935,0.2941176471,0.3529411765,0.6909090909,0.2323943662,0.375,0.5652173913,NA,NA,0.5970529619,0
CH30H06,1,0.05261221486,0.09345106696,0.6290322581,0.4117647059,0.5882352941,0.8363636364,0.3873239437,0.625,0.5652173913,0.625,0.4747239672,0.3759361487,0
CH30H07,0,0.06080586081,0.09230769231,0.5161290323,0.2941176471,0.2352941176,0.5545454545,0.1408450704,0.375,0.5652173913,0.425,0.3522534907,0.2374262691,0
CH30H08,0,0.5180722892,0.5993975904,0.5322580645,0.5882352941,0.4117647059,0.5272727273,0.2042253521,0.5,0.5652173913,NA,NA,0.5343024411,0
CH30H09,1,0.102489019,0.1200585652,0.6774193548,0.5294117647,0.5294117647,0.7,0.3943661972,0.375,0.5652173913,NA,NA,0.4810023926,0
CH30H10,0,0.1610169492,0.2118644068,0.6612903226,0.4705882353,0.4705882353,0.5636363636,0.2676056338,0.25,0.5652173913,0.4,0.6406075312,0.5874518555,0
CH30H13,1,0.08538350217,0.1259044863,0.6935483871,0.3529411765,0.4705882353,0.6090909091,0.2394366197,0.375,0.5652173913,0.675,0.4747239672,0.4395697005,0
CH31H01,1,0.3507281553,0.4279935275,0.5483870968,0.5882352941,0.4705882353,0.5,0.2605633803,0.5,0.6086956522,0.325,0.09572124827,0.5456339964,1
CH31H02,0,0.144622093,0.1860465116,0.4032258065,0.4117647059,0.4117647059,0.5727272727,0.3098591549,0.125,0.6086956522,0.35,0.1789882383,0.4655791806,0
CH31H03,1,0.425389755,0.6889383816,0.4193548387,0.9411764706,0.5882352941,0.6727272727,0.5352112676,0.375,0.6086956522,NA,NA,0.4899057909,0
CH31H04,1,0.0690668626,0.1087435709,0.3548387097,0.5882352941,0.5294117647,0.5636363636,0.2042253521,0.625,0.6086956522,NA,NA,0.5300883997,1
CH31H05,1,0.8123268698,0.324099723,0.7903225806,0.5882352941,0.4117647059,0.5545454545,0.3661971831,0.25,0.6086956522,0.5,0.7317035141,0.4144223379,0
CH31H06,1,0.1245551601,0.1451957295,0.4193548387,0.4705882353,0.4705882353,0.6909090909,0.3098591549,0.5,0.6086956522,NA,NA,0.5023191826,0
CH31H07,0,0.4427480916,0.4371963914,0.3387096774,0.4117647059,0.1176470588,0.2181818182,0.06338028169,0.5,0.6086956522,0.675,0.7490745178,0.4802611854,0
CH31H10,1,0.1788732394,0.2352112676,0.6451612903,0.4117647059,0.3529411765,0.3636363636,0.2887323944,0.375,0.6086956522,0.675,0.6406075312,0.4525363094,0
CI03H01,1,0.0899859944,0.1155462185,0.4516129032,0.6470588235,0.6470588235,0.7,0.3661971831,0.5,0.7391304348,0.4,0.4747239672,0.784498965,1
CI03H02,1,0.2229254571,0.3192686357,0.5483870968,0.6470588235,0.4117647059,0.5363636364,0.2535211268,0.875,0.7391304348,NA,NA,0.5275421382,1
CI03H03,1,0.4695164681,0.414856342,0.5322580645,0.5882352941,0.6470588235,0.6090909091,0.5211267606,0.5,0.7391304348,0.55,0.4747239672,0.5827190866,0
CI03H04,1,0.08564321251,0.1087420043,0.5161290323,0.5882352941,0.7058823529,0.5818181818,0.5985915493,0.375,0.7391304348,NA,NA,0.3103106122,0
CI03H05,1,0.09366096866,0.1346153846,0.6774193548,0.5294117647,0.5882352941,0.8363636364,0.5352112676,0.375,0.7391304348,0.425,0.4747239672,0.3754457578,0
CI03H06,1,0.1686875892,0.227532097,0.5483870968,0.4705882353,0.4117647059,0.4454545455,0.3943661972,0.375,0.7391304348,NA,NA,0.418990989,0
CI04H01,1,0.406405694,0.2761565836,0.3548387097,0.2941176471,0.2941176471,0.3545454545,0.02112676056,0.25,0.7826086957,0.6,0.4747239672,0.3789208734,1
CI04H02,1,0.2159010601,0.3187279152,0.4193548387,0.4117647059,0.4705882353,0.5636363636,0.2887323944,0.625,0.7826086957,0.55,0.3811471954,0.6078330126,1
CI04H03,1,0.4674597621,0.5584324703,0.2419354839,0.4117647059,0.4117647059,0.7090909091,0.4154929577,0.125,0.7826086957,0.475,0.4747239672,0.574250776,0
CI04H04,1,0.735375086,0.4686854783,0.435483871,0.5882352941,0.4705882353,0.6636363636,0.3802816901,0.375,0.7826086957,0.5,0.7490745178,0.3780047066,0
CI04H05,1,0.1297468354,0.176511955,0.6612903226,0.4705882353,0.4705882353,0.5454545455,0.3943661972,0.25,0.7826086957,0.625,0.3522534907,0.2638016585,0
CI04H06,1,0.0925539318,0.1224773834,0.5806451613,0.5294117647,0.7058823529,0.6454545455,0.5704225352,0.375,0.7826086957,0.5,0.4247813711,0.5141643557,0
CI04H07,1,0.5641114983,0.6668989547,0.7580645161,0.5294117647,0.5882352941,0.6818181818,0.3873239437,0.375,0.7826086957,0.575,0.7490745178,0.6801883588,0
CI04H08,1,0.5111498258,0.5860627178,0.6612903226,0.5294117647,0.2352941176,0.6181818182,0.3732394366,0.25,0.7826086957,0.275,0.04375966855,0.3991462864,0
CI04H09,1,0.06038461538,0.09461538462,0.5967741935,0.6470588235,0.7058823529,0.8272727273,0.5774647887,0.375,0.7826086957,NA,NA,0.3464331155,0
CI05H01,1,0.09218077475,0.1284074605,0.564516129,0.4117647059,0.4705882353,0.6454545455,0.2535211268,0.25,0.8260869565,0.625,0,0.412662035,0
CI05H02,1,0.3461538462,0.4897959184,0.5322580645,0.5294117647,0.3529411765,0.4909090909,0,0.75,0.8260869565,NA,NA,0.5766670059,0
CI05H03,1,0.1422893482,0.2305246423,0.6290322581,0.2941176471,0.2352941176,0.3454545455,0.2816901408,0.125,0.8260869565,0.675,0.4747239672,0.3522339233,1
CI05H04,1,0.4824561404,0.6125095347,0.6290322581,0.5294117647,0.3529411765,0.6818181818,0.1408450704,0.5,0.8260869565,0.675,0.6406075312,0.4292661558,0
CI05H05,1,0.05431131019,0.07950727884,0.4032258065,0.4705882353,0.4117647059,0.3636363636,0.3521126761,0.125,0.8260869565,0.85,0.3522534907,0.4842674737,0
CI05H06,1,0.08296783626,0.1279239766,0.6129032258,0.2941176471,0.4117647059,0.4454545455,0.05633802817,0.375,0.8260869565,0.875,0.7490745178,0.3523167982,0
CI06H01,1,0.1942114094,0.2290268456,0.6774193548,0.5294117647,0.4705882353,0.4545454545,0.323943662,0.375,0.8695652174,NA,NA,0.3695815003,0
CI06H02,0,0.2233429395,0.3198847262,0.3387096774,0.2941176471,0.2352941176,0.5181818182,0.3521126761,0.25,0.8695652174,0.575,0.4747239672,0.4865832473,1
CI06H03,1,0.1431593794,0.1184767278,0.4193548387,0.2941176471,0.3529411765,0.4272727273,0.3661971831,0.125,0.8695652174,0.775,0.1609209727,0.5519727497,0
CI06H04,1,0.7807272727,0.3949090909,0.5,0.5882352941,0.3529411765,0.4818181818,NA,0.5,0.8695652174,0.575,0.7490745178,0.3651044866,0
CI06H05,1,0.1344389555,0.1672547636,0.6129032258,0.5294117647,0.4705882353,0.6545454545,0.323943662,0.625,0.8695652174,NA,NA,0.6436842769,0
CI06H06,1,0.08605974395,0.09957325747,0.4677419355,0.4705882353,0.4705882353,0.5909090909,0.5,0,0.8695652174,0.6,0.1789882383,0.6232265147,0
CI06H07,1,0.1015228426,0.1493836113,0.6129032258,0.2941176471,0.4117647059,0.4272727273,0.2253521127,0.5,0.8695652174,0.85,0.1789882383,0.3820481736,1
CI06H08,1,0.4299781182,0.5652808169,0.5,0.3529411765,0.4117647059,0.3454545455,0.1549295775,0.5,0.8695652174,NA,NA,0.5296820354,0
CI06H09,1,0.2666195191,0.297029703,0.3709677419,0.3529411765,0.4117647059,0.6636363636,0.1971830986,0.5,0.8695652174,0.475,0.1789882383,1,0
CI06H10,1,0.232079489,0.3591199432,0.435483871,0.5294117647,0.5294117647,0.5454545455,0.3521126761,0.625,0.8695652174,0.6,0.3522534907,0.6130014975,0
CI06H11,1,0.06144393241,0.089093702,0.8064516129,0.2941176471,0.4705882353,0.5090909091,0.323943662,0.25,0.8695652174,NA,NA,0.5339774972,0
CI07H01,1,0.7536454336,0.3561013047,0.6451612903,0.7647058824,0.4117647059,0.5818181818,0.1478873239,0.25,0.9130434783,0.9,0.8540496063,0.4289163834,0
CI07H02,1,0.6716147719,0.546705286,0.6774193548,0.4117647059,0.4117647059,0.4909090909,1,0.375,0.9130434783,NA,NA,0.4340883327,0
CI07H03,0,0.4008,0.4896,0.3870967742,0.3529411765,0.4117647059,0.3,0.08450704225,0.375,0.9130434783,0.475,0.8366263343,0.3848026981,0
CI07H04,1,0.6498194946,0.5935018051,0.4516129032,0.5294117647,0.3529411765,0.4,0.161971831,0.375,0.9130434783,NA,NA,0.4764129737,0
CI09H01,1,0.05975327679,0.09791827294,0.3709677419,0.4705882353,0.5882352941,0.7,0.5070422535,0.75,1,NA,NA,0.4791414105,0
CI09H02,1,0.6791845494,0.5329041488,0.8064516129,0.5882352941,0.5294117647,0.2818181818,0.2183098592,0.625,1,0.6,0.8366263343,0.4027204588,0
CI09H03,0,0.35218034,0.5314116778,0.5483870968,0.2352941176,0.2352941176,0.4636363636,0.1267605634,0.5,1,0.65,0.3811471954,0.4008991308,0
CI09H04,1,0.2930007446,0.417721519,0.435483871,0.4705882353,0.4705882353,0.3545454545,0.323943662,0.5,1,0.675,0.4747239672,0.8294459103,1
CI09H05,1,0.2891777934,0.3534785664,0.5322580645,0.3529411765,0.4117647059,0.3181818182,0.3309859155,0.375,1,0.725,0.04375966855,0.4858857957,0
CI09H06,1,0.3819188192,0.452398524,0.3870967742,0.4705882353,0.4705882353,0.5909090909,0.4014084507,0.375,1,NA,NA,0.8974940329,0
CI09H07,1,0.1818510484,0.2393347795,0.5,0.7058823529,0.4705882353,0.5181818182,0.514084507,0.25,1,0.7,0.09572124827,0.273672515,0
CI09H08,0,0.1161809816,0.1602760736,0.4032258065,0.2941176471,0.2352941176,0.4818181818,0.1408450704,0.375,1,0.975,0.6406075312,0.3970554393,0
DH27H01,1,0.1582002903,0.2714078374,0.5,0.5294117647,0.6470588235,0.9,0.823943662,0.5,0.4347826087,0.55,0.2426131678,0.5296820354,0
DH27H02,1,0.0514201763,0.09696376102,0.4032258065,0.5882352941,0.5882352941,0.6818181818,0.6549295775,0.375,0.4347826087,0.5,0.4747239672,0.4593497496,0
DH27H03,0,0.9679230152,0.04971932638,0.2096774194,0.4705882353,0.1764705882,0.2909090909,0.3732394366,0.375,0.4347826087,0.3,0.8366263343,0.5174911059,0
DH27H04,1,0.3242857143,0.4428571429,0.3709677419,0.4117647059,0.4117647059,0.5363636364,0.5211267606,0.375,0.4347826087,0.375,0.09572124827,0.5356200528,1
DH27H05,0,0.5275103164,0.4607977992,0.5483870968,0.4705882353,0.2941176471,0.3909090909,0.4366197183,0.375,0.4347826087,0.375,0.4247813711,0.3707460337,0
DH27H06,1,0.5518092105,0.6529605263,0.435483871,0.4705882353,0.6470588235,0.8090909091,0.4436619718,0.75,0.4347826087,0.55,0.7694623018,0.5326078585,0
DH27H07,1,0.4212598425,0.6349319971,0.7580645161,0.7647058824,0.7647058824,0.7636363636,0.9084507042,0.375,0.4347826087,NA,NA,0.3285316979,0
DH27H08,0,0.5853230337,0.6425561798,0.8225806452,0.3529411765,0.2941176471,0.4454545455,0.3169014085,0.5,0.4347826087,NA,NA,0.3683458876,0
DH27H09,0,0.2976939203,0.3298392732,0.4032258065,0.3529411765,0.3529411765,0.3545454545,0.3661971831,0.5,0.4347826087,NA,NA,0.4593497496,0
DH27H10,1,0.447091801,0.6531184303,0.5,0,0.5294117647,0.5454545455,0.3873239437,0.75,0.4347826087,0.75,0.4747239672,0.4748228525,1
DH27H11,0,0.184302733,0.2298528381,0.3548387097,0.5882352941,0.5882352941,0.8090909091,0.8098591549,0.5,0.4347826087,0.5,0.09572124827,0.4796992243,1
DH27H12,1,0.4538626609,0.6087267525,0.3870967742,0.4117647059,0.5294117647,0.5090909091,0.5774647887,0.5,0.4347826087,0.7,0.6406075312,0.4660830317,0
DH27H13,1,0.0824964132,0.1147776184,0.5967741935,0.5882352941,0.4705882353,0.6,0.823943662,0.25,0.4347826087,0.75,0.09572124827,0.4598087603,1
DH28H01,0,0.4848056537,0.6628975265,0.3387096774,0.2941176471,0.2352941176,0.3636363636,0.4507042254,0.375,0.4782608696,0.5,0.7490745178,0.5055494333,1
DH28H02,1,0.9413559322,0.08881355932,0.8064516129,0.4705882353,0.4117647059,NA,0.4718309859,0.625,0.4782608696,0.225,0.8366263343,0.562511636,1
DH28H03,1,0.4538024165,0.5735607676,0.7096774194,0.5294117647,0.6470588235,0.6909090909,0.5563380282,0.625,0.4782608696,0.45,0.5557371506,0.3227076066,0
DH28H04,1,0.492942837,0.4537755822,0.5322580645,0.5294117647,0.5294117647,0.5272727273,0.4788732394,0.625,0.4782608696,0.45,0.03763511638,0.6190315707,0
DH28H05,1,0.6054258242,0.5322802198,0.564516129,0.5294117647,0.4705882353,0.4363636364,0.5,0.625,0.4782608696,0.7,0.3012355652,0.4066527252,0
DH28H06,1,0.136299435,0.2005649718,0.4838709677,0.5294117647,0.7058823529,0.7363636364,0.8873239437,0.375,0.4782608696,0.375,0.1789882383,0.3652360434,1
DH28H07,1,0.7408304498,0.4629757785,0.5161290323,0.4117647059,0.5294117647,0.3727272727,0.5070422535,0.625,0.4782608696,0.425,1,0.3406790884,1
DH28H08,1,0.4739285714,0.3821428571,0.6290322581,0.7647058824,0.7058823529,0.6363636364,0.7323943662,0.625,0.4782608696,0.45,0.3160691026,0.5300006137,0
DH28H09,0,0.5158075601,0.4144329897,0.7419354839,0.4117647059,0.3529411765,0.4545454545,0.4929577465,0.5,0.4782608696,0.575,0.7694623018,0.3285316979,0
DH28H10,1,0.5778533636,0.6553287982,0.7096774194,0.8823529412,0.7058823529,0.6363636364,0.7042253521,0.625,0.4782608696,0.35,0.4747239672,0.5032544382,1
DH28H11,0,0.3709902371,0.4170153417,0.4516129032,0.3529411765,0.2352941176,0.4454545455,0.3450704225,0.75,0.4782608696,NA,NA,0.3901488962,0
DH28H12,1,0.6466060182,0.6158152554,0.3387096774,0.2941176471,0.1176470588,0.4909090909,0.2605633803,0.375,0.4782608696,NA,NA,0.4107185036,1
DH28H13,1,0.1715721464,0.3086862886,0.7580645161,0.5294117647,0.7058823529,0.6090909091,0.6971830986,0.625,0.4782608696,NA,NA,0.3861803309,0
DH28H14,1,0.9303840878,0.1186556927,0.7096774194,0.3529411765,0.2352941176,0.2454545455,0.4718309859,0.375,0.4782608696,0.3,0.8366263343,0.2819389672,0
DH28H16,1,0.09529065489,0.136129507,0.4677419355,0.4705882353,0.5294117647,0.6363636364,0.5352112676,0.5,0.4782608696,0.475,0.09572124827,0.6600633668,0
DH28H17,1,0.05486008837,0.09057437408,0.564516129,0.4705882353,0.5294117647,0.7181818182,0.6408450704,0.5,0.4782608696,0.475,0.09572124827,0.4547272036,0
DH28H18,1,0.7402985075,0.4611940299,0.6612903226,0.3529411765,0.4117647059,0.3818181818,0.4154929577,0.25,0.4782608696,0.525,0.7694623018,0.5344909142,0
DH28H19,1,0.08106116433,0.134119381,0.4838709677,0.5294117647,0.5882352941,0.6,0.6971830986,0.375,0.4782608696,0.35,0.6406075312,0.6649881977,0
DH29H01,1,0.1958393113,0.2209469154,0.4677419355,0.1764705882,0.2941176471,0.5090909091,0.5422535211,0.125,0.5217391304,0.65,0.3092046257,0.2794158951,1
DH29H02,0,0.2517482517,0.404040404,0.6451612903,0.2352941176,0.3529411765,0.4090909091,0.4084507042,0.25,0.5217391304,0.5,0.2426131678,0.4348213649,1
DH29H03,1,0.3639215686,0.4219607843,0.5161290323,0.5294117647,0.7058823529,0.8090909091,0.9929577465,0.125,0.5217391304,0.825,0.7694623018,0.4803740793,0
DH29H04,0,0.8563573883,0.2336769759,0.8064516129,0.2941176471,0.1764705882,0.3454545455,0.4436619718,0.25,0.5217391304,NA,NA,0.2657565926,0
DH29H05,1,0.645,0.5142857143,0.4032258065,0.6470588235,0.6470588235,0.5818181818,0.7605633803,0.5,0.5217391304,0.6,0.5557371506,0.6026266633,0
DH29H06,1,0.07692307692,0.1135873472,0.3064516129,0.4705882353,0.4117647059,0.3454545455,0.6549295775,0.375,0.5217391304,0.375,0.3811471954,0.564200173,1
DH29H07,0,0.1946536145,0.3049698795,0.3548387097,0.3529411765,0.4117647059,0.5090909091,0.5211267606,0.5,0.5217391304,NA,NA,0.3852195203,1
DH29H08,1,0.4919117647,0.5808823529,0.8064516129,0.5294117647,0.5882352941,0.5545454545,0.5211267606,0.625,0.5217391304,0.6,0.7490745178,NA,0
DH29H09,1,0.5,0.4509803922,0.7580645161,0.7058823529,0.7058823529,0.5909090909,0.6338028169,0.5,0.5217391304,NA,NA,0.4726532803,0
DH29H10,1,0.5796703297,0.3214285714,0.6774193548,0.4705882353,0.4705882353,0.6,0.5422535211,0.375,0.5217391304,0.6,0.8658867312,0.3930385303,1
DH29H11,1,0.4343683839,0.2533521524,0.4032258065,0.4705882353,0.4117647059,0.1818181818,0.5422535211,0.375,0.5217391304,0.5,0.3522534907,0.3845965772,1
DH29H12,1,0.3835187761,0.4179415855,0.6290322581,0.4705882353,0.4705882353,0.3636363636,0.5774647887,0.375,0.5217391304,0.4,0.3277778471,0.4292661558,0
DH29H13,0,0.1459802539,0.215796897,0.2903225806,0.3529411765,0.3529411765,0.4909090909,0.5211267606,0.5,0.5217391304,0.45,0.4747239672,0.5586927813,0
DH29H14,1,0.06232193732,0.09472934473,0.5483870968,0.7058823529,0.6470588235,0.6,0.6901408451,0.75,0.5217391304,0.075,0.04375966855,0.4310522278,1
DH29H15,1,0.3603311735,0.5608351332,0.564516129,0.4705882353,0.5294117647,0.6818181818,0.5281690141,0.625,0.5217391304,0.425,0.4247813711,0.5088109917,0
DH29H16,1,0.1041968162,0.1664254703,0.5806451613,0.4705882353,0.5294117647,0.7272727273,0.4929577465,0.375,0.5217391304,0.45,0.09572124827,0.568057708,1
DH30H01,1,0.1991051454,0.2445935869,0.3387096774,0.5294117647,0.5882352941,0.5090909091,0.5211267606,0.625,0.5652173913,0.7,0.4247813711,0.7647539743,0
DH30H02,1,0.2803085966,0.3695811903,0.6935483871,0.1764705882,0.3529411765,0.6,0.4788732394,0.125,0.5652173913,0.075,0.04375966855,0.007105900885,0
DH30H03,1,0.03895131086,0.065917603,0.5161290323,0.6470588235,0.4117647059,0.4818181818,0.3732394366,0.625,0.5652173913,0.55,0.2426131678,0.5471847271,0
DH30H04,1,0.3355654762,0.5104166667,0.6290322581,0.4705882353,0.6470588235,0.8,0.7535211268,0.25,0.5652173913,NA,NA,0.4055639304,0
DH30H05,1,0.09442836469,0.1208393632,0.6290322581,0.4705882353,0.5882352941,0.6272727273,0.5845070423,0.625,0.5652173913,0.575,0.6406075312,0.4470428249,1
DH30H06,0,0.3587424634,0.4211886305,0.5161290323,0.4117647059,0.2352941176,0.6454545455,0.2605633803,0.5,0.5652173913,0.525,0.4747239672,0.3406790884,0
DH30H07,1,0.1058601134,0.2003780718,0.5806451613,0.2941176471,0.3529411765,0.5454545455,0.5422535211,0.125,0.5652173913,NA,NA,0.4902117547,0
DH30H08,1,0.9404545455,0.05909090909,0.3870967742,0.3529411765,0.2352941176,0.4636363636,0.3732394366,0.5,0.5652173913,0.325,0.7694623018,0.3035223645,0
DH30H09,1,0.01802884615,0.0328525641,0.4032258065,0.1764705882,0.4117647059,0.5272727273,0.7535211268,0.25,0.5652173913,0.375,0,0.5029557668,0
DH30H10,1,0.03546712803,0.0553633218,0.3870967742,0.6470588235,0.6470588235,0.7090909091,0.6830985915,0.5,0.5652173913,0.4,0.3811471954,0.4410736983,0
DH30H11,1,0.06277372263,0.103649635,0.5967741935,0.4705882353,0.4705882353,0.5272727273,0.5915492958,0.375,0.5652173913,NA,NA,0.3046631411,0
DH30H13,1,0.1244427935,0.1939078752,0.6290322581,0.5294117647,0.7058823529,0.4636363636,0.7676056338,0.625,0.5652173913,0.6,0.4747239672,0.3285316979,0
DH30H14,1,0.07810218978,0.1182481752,0.5161290323,0.4705882353,0.2941176471,0.3909090909,0.3943661972,0.5,0.5652173913,NA,NA,0.4864477746,0
DH30H15,1,0.204,0.1665454545,0.4032258065,0.5294117647,0.4117647059,0.3272727273,0.4718309859,0.625,0.5652173913,0.275,0.4247813711,0.5216440599,0
DH30H16,1,0.2685045317,0.2832326284,0.6451612903,0.5882352941,0.6470588235,0.7272727273,0.7957746479,0.5,0.5652173913,NA,NA,0.6887355693,0
DH30H17,1,0.06341107872,0.0860058309,0.2741935484,0.4705882353,0.3529411765,0.6545454545,0.5492957746,0.25,0.5652173913,NA,NA,0.6429886749,0
DH30H18,1,0.198212408,0.3396424816,0.4516129032,0.5294117647,0.7058823529,0.9272727273,0.6338028169,0.625,0.5652173913,0.45,0.1789882383,0.6859114478,0
DH31H01,0,0.3892682927,0.5404878049,0.3225806452,0.4117647059,0.1176470588,0.05454545455,0.2957746479,0.5,0.6086956522,0.5,0.5557371506,0.5252469025,0
DH31H02,1,0.09017595308,0.1363636364,0.5483870968,0.5294117647,0.5882352941,0.6909090909,0.5845070423,0.625,0.6086956522,0.525,0.6406075312,0.5215115188,0
DH31H03,0,0.386134068,0.2029384757,0,0.2941176471,0.2352941176,0.5181818182,0.5422535211,0.375,0.6086956522,0.5,0.2426131678,0.4382500638,0
DH31H04,1,0.2874136608,0.4551036071,0.8387096774,0.4705882353,0.4117647059,0.2727272727,0.6478873239,0.375,0.6086956522,NA,NA,0.4589136894,1
DH31H05,1,0.5526315789,0.4020467836,0.7741935484,0.4117647059,0.4705882353,0.5818181818,0.7323943662,0.125,0.6086956522,0.55,0.4747239672,0.3974763468,0
DH31H06,1,0.7833817126,0.3229317852,0.6290322581,0.7647058824,0.6470588235,0.5727272727,0.7957746479,0.5,0.6086956522,0.575,0.8460373957,0.4944472756,0
DH31H07,1,0.06158357771,0.09530791789,0.6935483871,0.4117647059,0.5882352941,0.7636363636,0.7535211268,0.5,0.6086956522,0.5,0.3012355652,0.4571020167,0
DH31H08,1,0.1404255319,0.2368794326,0.6451612903,0.4705882353,0.4705882353,0.5454545455,0.7394366197,0.125,0.6086956522,0.65,0.2426131678,0.4643462724,1
DH31H09,1,0.0990864371,0.1082220661,0.3225806452,0.5294117647,0.4705882353,0.7272727273,0.7042253521,0.375,0.6086956522,0.55,0.2426131678,0.4808273402,0
DH31H10,1,0.3441843453,0.4250182882,0.5161290323,0.3529411765,0.3529411765,0.4454545455,0.4436619718,0.375,0.6086956522,0.7,0.09572124827,0.3589001742,0
DH31H11,0,0.9389055472,0.09370314843,0.6774193548,0.5294117647,0.2352941176,0.4272727273,0.3661971831,0.375,0.6086956522,0.225,0.8366263343,0.4692738776,0
DH31H12,1,0.2766497462,0.1617113851,0.6290322581,0.6470588235,0.6470588235,0.6727272727,0.6830985915,0.5,0.6086956522,0.5,0.4247813711,0.500372832,0
DH31H13,1,0.08008658009,0.1298701299,0.6774193548,0.4705882353,0.5882352941,0.4363636364,0.8661971831,0.25,0.6086956522,0.425,0.3012355652,0.3871742728,1
DH31H14,1,0.8851884312,0.2191060473,0.7258064516,0.4117647059,0.3529411765,0.5181818182,0.485915493,0.5,0.6086956522,0.4,0.6406075312,0.4504201897,1
DH31H15,1,0.153425656,0.1421282799,0.8064516129,0.3529411765,0.4117647059,0.2272727273,0.4225352113,0.625,0.6086956522,0.625,0.1789882383,0.3570658367,0
DH31H16,0,0.5014306152,0.3547925608,0.6612903226,0.3529411765,0.2352941176,0.1727272727,0.2253521127,0.5,0.6086956522,NA,NA,0.346185345,0
